Entity,Year,Auunal Emission
Bulgaria,2018.0,4.3479636E7
Burundi,1969.0,73280.0
Cape Verde,1996.0,216176.0
Cape Verde,2008.0,468992.0
Central African Republic,1972.0,168544.0
Central African Republic,1978.0,146560.0
Congo,2000.0,4284250.0
Democratic Republic of Congo,1989.0,4351992.0
Dominica,1958.0,7328.0
Eswatini,1953.0,3664.0
Eswatini,1996.0,787760.0
Europe,1975.0,6.9023657E9
Europe (GCP),1971.0,6.3231877E9
European Union (27),1952.0,1.4867533E9
Fiji,1980.0,792420.0
Ghana,1972.0,2399888.0
International aviation,1966.0,3.710373E7
Iran,1995.0,2.6927008E8
Iraq,1961.0,8709218.0
Ireland,1952.0,9619792.0
Ireland,2000.0,4.524911E7
Italy,1971.0,3.1104918E8
Italy,1991.0,4.3838566E8
Jamaica,1961.0,2127922.0
Jordan,1972.0,1913598.0
Kenya,1983.0,4654725.0
Fiji,1950.0,120912.0
Kazakhstan,1951.0,4.90052E7
Afghanistan,2013.0,9250510.0
Africa (GCP),1956.0,1.3510624E8
Armenia,2013.0,5535004.0
Aruba,1963.0,679088.0
Asia,1983.0,4.7006423E9
Australia,2021.0,3.8660694E8
Azerbaijan,1980.0,4.610977E7
Bahrain,1978.0,7760352.0
Bangladesh,1972.0,3505921.0
Belarus,1993.0,8.0561816E7
Belize,1970.0,120912.0
Bhutan,1958.0,0.0
Botswana,2008.0,4503056.0
Cape Verde,2013.0,494640.0
Central America (GCP),2022.0,1.6183558E8
Chad,1983.0,205184.0
Chad,2003.0,882414.0
Chile,2021.0,8.9036664E7
China,2006.0,6.494338E9
Christmas Island,1981.0,102592.0
Colombia,1981.0,4.4260324E7
Cook Islands,1993.0,47632.0
Cook Islands,2008.0,65952.0
Cuba,1982.0,3.4527344E7
Dominica,1956.0,3664.0
El Salvador,2001.0,5857395.0
Eswatini,1986.0,458000.0
Ethiopia,1985.0,1798710.0
Europe (excl. EU-27),1959.0,1.772792E9
European Union (27),1978.0,4.0036641E9
European Union (27),1997.0,3.6555348E9
European Union (27),2000.0,3.6015089E9
Faroe Islands,1958.0,117248.0
Fiji,1990.0,801220.0
Georgia,2012.0,8254474.5
Guinea-Bissau,1978.0,102592.0
Guinea-Bissau,2001.0,150224.0
Guyana,1975.0,1824672.0
Guyana,1977.0,1897952.0
Iceland,1977.0,1902662.0
Ireland,1997.0,3.8804984E7
Israel,1982.0,2.385486E7
Jamaica,1985.0,5041745.0
Kiribati,2007.0,47632.0
Laos,1976.0,223504.0
Chad,1951.0,39470.0
Honduras,1950.0,300448.0
Albania,1986.0,8058077.0
Albania,1991.0,4290226.0
Angola,1954.0,347904.0
Armenia,1976.0,6881780.0
Aruba,1965.0,592387.0
Asia,1965.0,1.649219E9
Asia,1979.0,4.4006415E9
Asia (GCP),1968.0,1.7797651E9
Austria,1984.0,5.4214052E7
Azerbaijan,2018.0,3.4575828E7
Bahamas,1960.0,410368.0
Belarus,1959.0,3.8652536E7
Belgium,1958.0,8.76851E7
Bermuda,2001.0,527616.0
Bosnia and Herzegovina,1953.0,2575647.0
Bosnia and Herzegovina,1954.0,3072427.0
Brunei,1977.0,6390016.0
Brunei,2018.0,9344461.0
Canada,1987.0,4.3098205E8
Costa Rica,2022.0,7888694.0
Cuba,1962.0,1.4154546E7
Cyprus,2012.0,7262770.0
Czechia,1955.0,7.574679E7
Czechia,1962.0,1.14564056E8
Czechia,1995.0,1.3162222E8
Democratic Republic of Congo,1992.0,2906756.0
Dominican Republic,2012.0,2.1254754E7
Ecuador,1957.0,1131552.0
El Salvador,1979.0,2376721.0
Equatorial Guinea,1957.0,32976.0
Estonia,2012.0,1.7771784E7
Eswatini,2016.0,1055232.0
Europe,2002.0,6.249997E9
European Union (27),2004.0,3.7539955E9
European Union (28),1998.0,4.2143762E9
Gabon,1968.0,1960240.0
Georgia,1953.0,3378567.0
Ghana,1985.0,3188232.0
Ghana,1989.0,3073432.0
Guatemala,1967.0,1981333.0
Guinea-Bissau,1952.0,10992.0
Guinea-Bissau,2003.0,194192.0
Haiti,1962.0,303874.0
Haiti,1986.0,830222.0
India,2015.0,2.2342195E9
Indonesia,1986.0,1.2216608E8
International shipping,1990.0,3.166296E8
Ireland,1985.0,2.6749804E7
Kazakhstan,1952.0,5.2485784E7
Kazakhstan,1960.0,9.653922E7
Kosovo,2018.0,8044655.0
Laos,1990.0,512960.03
Laos,2022.0,2.3193406E7
Congo,1951.0,118409.0
Afghanistan,1976.0,1980859.0
Afghanistan,2010.0,8364803.5
Africa,1953.0,1.1200701E8
Africa (GCP),1982.0,5.717235E8
Albania,1970.0,3739486.0
Armenia,1987.0,8189549.5
Asia,1980.0,4.3953797E9
Asia (excl. China and India),1991.0,4.184112E9
Australia,2000.0,3.5000768E8
Azerbaijan,1956.0,1.4814812E7
Bonaire Sint Eustatius and Saba,1994.0,62909.0
British Virgin Islands,1980.0,29312.0
Bulgaria,1985.0,8.9221336E7
Cameroon,1971.0,809179.0
Cameroon,1996.0,5974660.0
Chad,1962.0,84272.0
Chad,1964.0,98928.0
Chad,2012.0,1742947.0
Chile,1965.0,1.7747296E7
Chile,1967.0,1.9238336E7
Cote d'Ivoire,1977.0,4052384.0
Cyprus,2013.0,6582609.0
Democratic Republic of Congo,1998.0,2733258.0
Dominican Republic,2008.0,2.0331836E7
Eritrea,2022.0,696826.0
Europe,1979.0,7.7452667E9
Europe (GCP),1972.0,6.5521285E9
Europe (excl. EU-27),1982.0,3.6361953E9
European Union (28),1984.0,4.292702E9
French Polynesia,1990.0,468992.0
Gambia,1955.0,14656.0
Greenland,1992.0,595807.0
Iceland,1971.0,1472206.0
Indonesia,1967.0,2.4540046E7
International aviation,1993.0,2.3062094E8
Japan,1999.0,1.2410365E9
Kyrgyzstan,1970.0,1.3578134E7
Africa (GCP),1971.0,3.318614E8
Albania,1999.0,2986196.0
Algeria,1980.0,6.6416464E7
Andorra,1984.0,0.0
Antigua and Barbuda,2006.0,516623.97
Antigua and Barbuda,2010.0,549600.0
Argentina,2011.0,1.896761E8
Asia (excl. China and India),1985.0,2.8703388E9
Austria,1972.0,5.6071172E7
Bahrain,1961.0,1769712.0
Belarus,1962.0,4.361975E7
Belize,2004.0,392048.0
Bermuda,2013.0,534944.0
Bonaire Sint Eustatius and Saba,2009.0,78899.0
Brazil,1979.0,1.8778715E8
Brunei,2000.0,5328739.0
Burkina Faso,1955.0,3698.0
Cambodia,2009.0,4557086.0
Canada,1968.0,3.0326134E8
China,2015.0,9.866952E9
Comoros,1962.0,10992.0
Cote d'Ivoire,1955.0,502976.0
Cote d'Ivoire,2021.0,1.1729395E7
Croatia,1992.0,1.6369223E7
Curacao,1984.0,1.2042326E7
El Salvador,1954.0,468784.0
Eswatini,1992.0,831728.0
Ethiopia,1957.0,322343.0
Europe,2003.0,6.396391E9
France,1959.0,2.6189011E8
France,1983.0,4.2324768E8
Gambia,2017.0,593568.0
Germany,2014.0,7.947385E8
High-income countries,1958.0,5.7472287E9
High-income countries,2001.0,1.3885811E10
Honduras,2022.0,1.1159723E7
Iran,1954.0,1043973.0
Italy,2006.0,4.969344E8
Japan,2018.0,1.1416689E9
Jordan,2021.0,2.2667308E7
Kenya,1977.0,5049444.0
Kenya,2020.0,2.198236E7
Burundi,1951.0,8794.0
Algeria,1974.0,3.187666E7
Angola,2020.0,1.6764786E7
Antigua and Barbuda,2014.0,567920.0
Austria,1953.0,2.1714546E7
Bahamas,1987.0,1421632.0
Bangladesh,1976.0,5555798.0
Bangladesh,2009.0,4.914807E7
Barbados,1989.0,988686.0
Belarus,1967.0,5.8360304E7
Belarus,1969.0,6.2538064E7
Belarus,1976.0,8.681799E7
Belize,1997.0,388384.0
Bermuda,1953.0,91600.0
Bermuda,2012.0,366400.0
Bhutan,1989.0,119770.0
Bosnia and Herzegovina,1970.0,1.0905834E7
Burkina Faso,2018.0,5010070.0
Burundi,1985.0,230832.0
Chile,1973.0,2.758849E7
Cote d'Ivoire,1952.0,515433.0
Dominica,1983.0,40304.0
Dominican Republic,1954.0,625890.0
Egypt,1996.0,9.795085E7
Estonia,1997.0,1.8682882E7
Eswatini,1960.0,32976.0
Ethiopia,1963.0,421213.0
Europe (excl. EU-28),1994.0,2.282844E9
Finland,1981.0,5.1403284E7
French Polynesia,1981.0,329760.0
Gabon,1986.0,4950761.0
Greece,1997.0,9.380156E7
Guinea,1953.0,141694.0
Guinea,1978.0,901344.0
High-income countries,1972.0,1.0547524E10
Hong Kong,2011.0,4.3149716E7
Iraq,1983.0,3.846514E7
French Polynesia,1955.0,43968.0
Algeria,2003.0,9.4580616E7
Asia,1957.0,8.433165E8
Asia (GCP),1955.0,6.2463066E8
Asia (GCP),2011.0,1.5540582E10
Australia,2006.0,3.9243635E8
Bangladesh,2018.0,8.25557E7
Bermuda,2002.0,556928.0
Bhutan,1969.0,0.0
Bosnia and Herzegovina,1983.0,1.780055E7
Brazil,1994.0,2.54002E8
British Virgin Islands,2010.0,212512.0
Canada,1973.0,3.8127318E8
Canada,1988.0,4.556691E8
Central African Republic,1994.0,208848.0
China,1985.0,1.998083E9
China,1999.0,3.5572746E9
Comoros,1991.0,65952.0
Cuba,1979.0,3.1684546E7
Cyprus,2019.0,7342336.0
Denmark,1960.0,2.974952E7
Denmark,1977.0,6.17654E7
Egypt,1963.0,2.152686E7
Equatorial Guinea,1961.0,21984.0
Estonia,1971.0,2.5334468E7
Estonia,2004.0,1.7327458E7
Europe,1976.0,7.277034E9
European Union (28),2000.0,4.1705423E9
European Union (28),2018.0,3.4259692E9
Fiji,1987.0,471995.0
Fiji,2007.0,1140350.0
Guinea,1957.0,197341.0
Honduras,1969.0,1175609.0
Hungary,1967.0,5.8770824E7
Kyrgyzstan,1968.0,1.2390534E7
Brunei,1950.0,414032.0
Kyrgyzstan,1951.0,4230315.0
Antarctica,1997.0,3664.0
Antigua and Barbuda,2021.0,596693.0
Bahamas,1993.0,1744064.0
Bahrain,2014.0,3.0899728E7
Bangladesh,2016.0,7.620328E7
Belarus,1982.0,9.714372E7
Benin,1981.0,387291.0
Botswana,1986.0,1066224.0
Botswana,1998.0,3341568.0
Botswana,2004.0,3894832.0
Brazil,2002.0,3.4776502E8
Bulgaria,2008.0,5.402247E7
Central America (GCP),1968.0,5.0967492E7
Colombia,1962.0,1.9419486E7
Congo,2019.0,7290182.0
Cook Islands,1997.0,51296.0
Croatia,1972.0,1.189204E7
Croatia,1977.0,1.493633E7
Cuba,2007.0,2.6204204E7
Cyprus,2004.0,7788730.0
Czechia,1954.0,7.296632E7
Democratic Republic of Congo,1981.0,3755424.0
Democratic Republic of Congo,1997.0,3089412.0
Dominica,1999.0,80608.0
Dominican Republic,2018.0,2.575624E7
Egypt,2005.0,1.6821683E8
Equatorial Guinea,1987.0,98928.0
Eritrea,1997.0,808466.0
Eswatini,1988.0,436016.0
Eswatini,2006.0,1014928.0
Europe (excl. EU-28),1979.0,2.9876183E9
European Union (28),2002.0,4.2191782E9
Faroe Islands,2021.0,736770.0
Finland,2015.0,4.4186E7
High-income countries,1964.0,7.3703055E9
Iceland,1955.0,912336.0
Japan,2009.0,1.1630573E9
Kazakhstan,1996.0,1.5450502E8
Latvia,1957.0,8197736.0
Latvia,1962.0,1.0381382E7
Bosnia and Herzegovina,1951.0,2582934.0
European Union (27),1951.0,1.4297047E9
Algeria,1971.0,1.864953E7
Angola,1991.0,5064054.0
Argentina,2019.0,1.7851162E8
Asia,1968.0,2.0151736E9
Asia,2001.0,9.49119E9
Australia,1966.0,1.1573622E8
Bahamas,1954.0,84272.0
Belgium,2006.0,1.2387298E8
Bermuda,2010.0,608224.0
Bhutan,1964.0,0.0
Bhutan,1968.0,0.0
Bonaire Sint Eustatius and Saba,1980.0,118095.0
British Virgin Islands,1985.0,47632.0
Bulgaria,1993.0,5.8364024E7
Burundi,1958.0,10050.0
Cameroon,1977.0,1559048.0
Canada,2014.0,5.66353E8
Canada,2022.0,5.479439E8
Cook Islands,1974.0,10992.0
Cyprus,1965.0,1150110.0
Cyprus,1997.0,6298291.0
Dominica,1978.0,25648.0
Ecuador,1965.0,2274037.0
Ecuador,2017.0,3.9174204E7
Equatorial Guinea,2005.0,6208019.0
Eswatini,1984.0,333424.0
Ethiopia,2009.0,6453445.0
Europe (excl. EU-27),2001.0,2.6239903E9
Faroe Islands,2007.0,688832.0
French Polynesia,1984.0,461664.0
Gabon,1993.0,4974695.0
Guatemala,2009.0,1.1442047E7
Guyana,2004.0,1927264.0
Hong Kong,1955.0,1879157.0
Hungary,1968.0,6.1093204E7
Iceland,1976.0,1701313.0
International shipping,1975.0,3.639972E8
International shipping,1988.0,3.19048E8
Ecuador,1950.0,739890.0
Africa (GCP),1966.0,2.2108206E8
Africa (GCP),1991.0,6.878218E8
Africa (GCP),1999.0,8.996665E8
Africa (GCP),2005.0,1.0631691E9
Anguilla,2005.0,109920.0
Armenia,1954.0,1980267.0
Asia (excl. China and India),1969.0,1.5035035E9
Bangladesh,2014.0,6.6008996E7
Belarus,1989.0,1.0914163E8
Belgium,1956.0,9.6780376E7
Belgium,2017.0,9.905504E7
Benin,1989.0,570164.0
Benin,2016.0,6494014.0
Bermuda,1974.0,443344.0
Bolivia,2021.0,2.1725994E7
Burundi,2003.0,161216.0
Cameroon,1978.0,1993205.0
Central African Republic,2002.0,241824.0
China,2014.0,9.998674E9
Cyprus,1992.0,5505656.0
Djibouti,1994.0,300448.0
East Timor,1998.0,60535.0
Egypt,1987.0,7.461352E7
Eswatini,2007.0,1040576.0
Eswatini,2019.0,1121184.0
Europe (GCP),1998.0,6.2409605E9
European Union (27),1983.0,3.728486E9
European Union (27),2013.0,3.1785252E9
European Union (28),1955.0,2.3202317E9
Faroe Islands,2022.0,748133.0
Finland,1958.0,1.06072E7
Finland,1978.0,5.1825016E7
Gabon,1989.0,5757464.0
Guinea,1958.0,164880.0
Guinea-Bissau,1953.0,7328.0
Haiti,2022.0,2446681.0
India,1990.0,5.77996E8
Iran,2018.0,7.102148E8
Iraq,1984.0,3.9771004E7
Israel,1986.0,2.6348256E7
Jamaica,1988.0,4525484.0
Jordan,1992.0,1.1984199E7
Jordan,2006.0,2.052639E7
Kiribati,2008.0,47632.0
Kyrgyzstan,2020.0,8348849.5
Laos,1968.0,168544.0
Guyana,1951.0,285792.0
Africa (GCP),2000.0,9.300316E8
Andorra,1991.0,406704.0
Argentina,1955.0,3.9559988E7
Armenia,1992.0,5723698.0
Asia,2018.0,2.0401152E10
Austria,1966.0,3.9208596E7
Austria,2002.0,7.1974936E7
Azerbaijan,2021.0,3.833362E7
Bahrain,2006.0,1.942115E7
Belgium,1997.0,1.2399062E8
Benin,1955.0,125744.0
Benin,2010.0,4679390.0
Bonaire Sint Eustatius and Saba,1960.0,124778.0
Bonaire Sint Eustatius and Saba,2020.0,113584.0
Brazil,1988.0,2.0769526E8
British Virgin Islands,1972.0,21984.0
British Virgin Islands,2007.0,186864.0
Cambodia,1985.0,417696.0
Cape Verde,1966.0,21984.0
Central African Republic,1958.0,114600.0
Central America (GCP),2008.0,1.6763368E8
China,1957.0,2.5578496E8
Colombia,1989.0,5.2792804E7
Comoros,1986.0,43968.0
Comoros,2016.0,216176.0
Democratic Republic of Congo,1956.0,3174846.0
Denmark,1963.0,4.066791E7
Eritrea,1998.0,586169.0
Ethiopia,1975.0,1208526.0
Europe (excl. EU-27),1964.0,2.1958938E9
Faroe Islands,1990.0,703488.0
Fiji,1978.0,709084.0
Finland,1990.0,5.6915E7
France,1956.0,2.6849933E8
France,2012.0,3.5644454E8
Gambia,1954.0,14656.0
Guatemala,2000.0,9764762.0
Hungary,1973.0,7.295971E7
Indonesia,2016.0,5.400856E8
Israel,1981.0,2.1017606E7
Kiribati,1987.0,21984.0
Czechia,1950.0,5.7853692E7
Ecuador,1951.0,703161.0
Algeria,1978.0,6.2455264E7
Andorra,1961.0,0.0
Angola,1976.0,3280042.0
Armenia,1995.0,3362694.0
Asia (excl. China and India),1972.0,1.9483474E9
Benin,1980.0,479826.0
Bhutan,1999.0,385869.0
Botswana,2006.0,4132991.8
Burkina Faso,1959.0,7328.0
Burkina Faso,1987.0,516623.97
Central America (GCP),1955.0,2.8416892E7
Chad,1990.0,377392.0
Colombia,1987.0,5.0123984E7
Cook Islands,1982.0,51296.0
Croatia,1963.0,6949540.0
Croatia,1996.0,1.7343678E7
Dominica,2016.0,172208.0
Dominican Republic,1976.0,6322353.0
Egypt,2004.0,1.525757E8
Eritrea,2001.0,626345.0
Europe,1970.0,6.0944927E9
European Union (28),1970.0,3.9832596E9
French Polynesia,2001.0,725472.0
Gabon,2013.0,5926811.0
Greece,1986.0,5.827442E7
Greece,1990.0,8.343804E7
Greece,2009.0,1.0431984E8
Grenada,1968.0,40304.0
Guinea-Bissau,1974.0,102592.0
Hong Kong,1970.0,8392500.0
Hungary,1962.0,5.051222E7
Iceland,2010.0,3627419.0
India,1994.0,7.1406374E8
Iraq,1982.0,3.0374436E7
Kiribati,1968.0,32976.0
Kuwait,1954.0,1403312.0
Kuwait,1990.0,3.7807036E7
Kuwait,1992.0,2.9648394E7
Canada,1950.0,1.5413376E8
Albania,2018.0,4894953.0
Algeria,1967.0,8431587.0
Angola,1995.0,1.261665E7
Aruba,1983.0,320425.0
Asia,1977.0,4.045921E9
Asia (GCP),1988.0,5.414077E9
Bolivia,1996.0,1.001615E7
Bolivia,1997.0,1.1721163E7
Bosnia and Herzegovina,1982.0,1.6530495E7
Bosnia and Herzegovina,1989.0,2.0082026E7
Botswana,2000.0,3777584.0
Botswana,2013.0,5663055.0
Botswana,2017.0,7077332.0
Burkina Faso,1963.0,87936.0
Burkina Faso,1971.0,150224.0
Cambodia,1968.0,490738.0
Cameroon,1952.0,282128.0
Chile,2022.0,8.437772E7
Comoros,1970.0,29312.0
Comoros,1973.0,29312.0
Costa Rica,1972.0,1761314.0
Cote d'Ivoire,2012.0,8540010.0
Czechia,1988.0,1.8061704E8
Djibouti,1968.0,120912.0
Dominican Republic,1989.0,1.0257903E7
Eritrea,2004.0,769025.0
Estonia,1969.0,2.2690618E7
Europe (excl. EU-27),1968.0,2.5199084E9
Guinea,1993.0,1088208.0
Guinea-Bissau,1963.0,47632.0
Haiti,1973.0,420914.0
Haiti,1988.0,1007669.0
Honduras,1966.0,805664.0
Hungary,1964.0,6.234117E7
Hungary,2012.0,4.681872E7
India,1962.0,1.32581544E8
Iraq,1971.0,2.8831858E7
Italy,1984.0,3.6460106E8
Kenya,2022.0,2.4851922E7
Kiribati,1973.0,36640.0
Laos,2020.0,1.9674886E7
Latvia,1969.0,1.4871221E7
Afghanistan,1950.0,84272.0
France,1951.0,2.2872901E8
Latvia,1950.0,4491590.0
Andorra,2000.0,523952.0
Anguilla,2017.0,128240.01
Armenia,1960.0,3153863.0
Aruba,1985.0,936532.0
Aruba,1994.0,659520.0
Asia,1956.0,7.490812E8
Asia,1995.0,8.257986E9
Asia (GCP),2014.0,1.6575174E10
Australia,1978.0,1.9105158E8
Azerbaijan,1955.0,1.3495757E7
Azerbaijan,1964.0,2.3531058E7
Benin,2013.0,4565975.0
Brunei,1964.0,340752.0
Burundi,1977.0,98928.0
China,1982.0,1.606585E9
China,2003.0,4.8411187E9
China,2010.0,8.620627E9
Christmas Island,1974.0,124576.0
Congo,2001.0,4177806.8
Congo,2018.0,6544945.0
Cyprus,1957.0,816805.0
Cyprus,1998.0,6592488.0
Denmark,2000.0,5.4306576E7
Ecuador,1992.0,2.1959676E7
Equatorial Guinea,1995.0,1227055.0
Estonia,2017.0,1.8738382E7
Eswatini,1966.0,201520.0
Europe,2006.0,6.522041E9
Grenada,2020.0,289456.0
Guyana,1997.0,1806352.0
High-income countries,1959.0,5.874847E9
Indonesia,1978.0,9.393811E7
International aviation,1952.0,4135015.0
International aviation,2002.0,3.5025738E8
Israel,1956.0,4793710.0
Kuwait,2019.0,1.0889346E8
Kyrgyzstan,1954.0,5237766.0
Dominican Republic,1950.0,347783.0
Hong Kong,1951.0,1556903.0
Africa (GCP),1977.0,4.331151E8
Angola,1973.0,4873664.0
Armenia,1989.0,9462471.0
Aruba,2017.0,890352.0
Asia,2006.0,1.3389901E10
Australia,2007.0,3.9967626E8
Bahamas,2019.0,2454880.0
Bermuda,1968.0,223504.0
Bermuda,2009.0,476320.0
Bolivia,1986.0,3763680.0
Bosnia and Herzegovina,1974.0,1.3215196E7
Canada,1972.0,3.8079168E8
Central America (GCP),1970.0,6.723685E7
Central America (GCP),1981.0,9.404324E7
Central America (GCP),1997.0,1.1334733E8
Chile,1987.0,2.2410162E7
Chile,1991.0,3.089181E7
Congo,2020.0,7391505.0
Costa Rica,1985.0,2242455.0
Croatia,1999.0,2.0022372E7
Cuba,2008.0,2.8108268E7
Curacao,2016.0,6192160.0
Denmark,1962.0,3.6889884E7
Denmark,1965.0,4.429337E7
Dominican Republic,1982.0,6303486.0
Egypt,2015.0,2.2447974E8
El Salvador,1973.0,1966587.0
Estonia,1992.0,2.4421038E7
Europe (GCP),1960.0,3.9645745E9
Europe (excl. EU-27),1952.0,1.227291E9
France,2009.0,3.7096563E8
French Polynesia,2009.0,839056.0
Guinea-Bissau,2017.0,304112.0
Hungary,1972.0,6.934158E7
International shipping,1987.0,3.1015376E8
Iraq,2006.0,9.856401E7
Israel,2003.0,6.2414676E7
Jamaica,1993.0,8000958.5
Japan,2021.0,1.0621293E9
Kenya,2003.0,6697443.0
Kiribati,1994.0,29312.0
Kyrgyzstan,1989.0,2.0915994E7
Afghanistan,1973.0,1635454.0
Armenia,1997.0,3252761.0
Aruba,1980.0,585435.0
Austria,1967.0,3.9915572E7
Bangladesh,1962.0,2516756.0
Belgium,1952.0,8.346397E7
Bolivia,2017.0,2.2171246E7
Bonaire Sint Eustatius and Saba,1997.0,60943.0
Bonaire Sint Eustatius and Saba,2022.0,110461.0
Brunei,1959.0,326096.0
Bulgaria,1967.0,5.5107668E7
Burkina Faso,1953.0,3149.0
Burundi,1993.0,227168.0
Burundi,1996.0,241824.0
Cameroon,1995.0,5374671.0
Cape Verde,1980.0,120912.0
Cape Verde,1982.0,36640.0
China,1987.0,2.2577385E9
Colombia,1998.0,6.5798796E7
Congo,1981.0,470724.0
Costa Rica,1993.0,3890892.0
Cote d'Ivoire,1998.0,6755485.0
Democratic Republic of Congo,1988.0,3977992.0
Denmark,2010.0,4.9189692E7
Dominica,1964.0,14656.0
East Timor,1997.0,0.0
Ecuador,2009.0,3.35986E7
El Salvador,1968.0,1259792.0
Europe (excl. EU-28),1970.0,2.111233E9
Europe (excl. EU-28),2020.0,2.0729632E9
Gambia,1962.0,25648.0
Greece,1987.0,6.2576332E7
Greenland,1959.0,234496.0
Greenland,1990.0,624714.0
Guinea-Bissau,1989.0,230832.0
Iraq,1973.0,3.0612708E7
Israel,2000.0,5.951938E7
Israel,2011.0,6.859474E7
Israel,2018.0,5.998578E7
Jamaica,2013.0,8492241.0
Jordan,2011.0,2.124376E7
Kiribati,1991.0,21984.0
Kuwait,1988.0,3.2825112E7
Afghanistan,2002.0,1340995.0
Albania,2016.0,4631979.0
Angola,2018.0,2.1434458E7
Aruba,2016.0,883024.0
Asia (excl. China and India),1997.0,4.343674E9
Australia,1996.0,3.1194048E8
Austria,1961.0,3.1824046E7
Austria,1973.0,6.0015524E7
Belgium,1966.0,1.0509675E8
Bolivia,1974.0,3512944.0
Brunei,2014.0,8830992.0
Congo,1972.0,663184.0
Democratic Republic of Congo,1978.0,3525975.0
Egypt,1989.0,7.190456E7
El Salvador,1998.0,5731188.0
Equatorial Guinea,1989.0,117248.0
Eritrea,2010.0,497337.0
Estonia,1996.0,1.904308E7
Estonia,2010.0,1.8975448E7
Europe (excl. EU-28),1967.0,1.8556201E9
European Union (28),1983.0,4.2739712E9
Faroe Islands,1969.0,212512.0
Faroe Islands,1973.0,252815.98
Fiji,1970.0,520050.0
Finland,1988.0,5.2058084E7
Greenland,2006.0,662845.0
Guatemala,1966.0,1739598.0
Guinea,2021.0,4867216.0
Guyana,1970.0,1579184.0
Honduras,2006.0,7698208.0
India,2020.0,2.421552E9
International shipping,1996.0,3.9320397E8
Israel,1966.0,1.3581386E7
Israel,1992.0,4.2082496E7
Kazakhstan,1975.0,1.9875818E8
Kyrgyzstan,1962.0,9024376.0
Laos,1972.0,487312.0
British Virgin Islands,1963.0,3664.0
Algeria,1966.0,8420862.0
Andorra,1978.0,0.0
Andorra,2022.0,368645.0
Angola,1962.0,1179127.0
Argentina,2013.0,1.8953774E8
Australia,1993.0,2.888735E8
Austria,1980.0,5.2024932E7
Bahrain,1957.0,754784.0
Barbados,1954.0,113584.0
Benin,1959.0,102592.0
Bermuda,1977.0,454336.0
Bosnia and Herzegovina,1985.0,1.9148574E7
Bosnia and Herzegovina,1988.0,2.0143922E7
Botswana,1994.0,3030128.0
Cape Verde,1994.0,175872.0
Central African Republic,1983.0,146560.0
Cuba,1959.0,1.5664738E7
Curacao,1999.0,1880686.0
Denmark,1992.0,5.8326548E7
Djibouti,1971.0,161216.0
Dominican Republic,1990.0,8936017.0
Dominican Republic,2017.0,2.4016922E7
Estonia,1954.0,9222104.0
Eswatini,1975.0,337088.0
Eswatini,2005.0,1014928.0
Europe,1984.0,7.4650767E9
Europe (GCP),1983.0,7.4140913E9
Europe (excl. EU-27),1983.0,3.6856056E9
Finland,2014.0,4.7619E7
Georgia,2017.0,1.0172526E7
Greece,1971.0,2.7749512E7
Greenland,1973.0,556928.0
Grenada,1953.0,10992.0
Grenada,1994.0,142896.0
Hong Kong,2002.0,3.948508E7
Indonesia,2009.0,3.9894205E8
Iran,1981.0,1.1299583E8
Ireland,2003.0,4.5684108E7
Jamaica,2021.0,6608377.0
Jordan,1975.0,2489202.0
Jordan,1986.0,9165052.0
Kiribati,2022.0,68043.0
Kuwait,1985.0,2.9070176E7
Central America (GCP),1951.0,2.4465606E7
Africa,2006.0,1.0921659E9
Angola,2003.0,1.7484428E7
Aruba,1958.0,558852.0
Asia (GCP),2013.0,1.6360907E10
Bahamas,2017.0,2509840.0
Belize,1964.0,84272.0
Benin,2007.0,3930960.0
Bonaire Sint Eustatius and Saba,2016.0,102592.0
Bosnia and Herzegovina,2019.0,2.0810378E7
Botswana,2012.0,5076711.0
British Virgin Islands,1971.0,21984.0
British Virgin Islands,2008.0,194192.0
British Virgin Islands,2016.0,230832.0
Brunei,2019.0,1.0732756E7
Canada,1995.0,4.918257E8
Cape Verde,1997.0,227168.0
Central African Republic,2009.0,161216.0
Central America (GCP),1957.0,3.525243E7
Central America (GCP),1988.0,9.124141E7
Central America (GCP),2020.0,1.5475781E8
Czechia,1973.0,1.6410824E8
Denmark,1996.0,7.489965E7
Djibouti,2019.0,448617.0
El Salvador,1969.0,1190235.0
Estonia,1972.0,2.6662172E7
Estonia,1978.0,3.3697296E7
Eswatini,1959.0,3664.0
Ethiopia,2000.0,3462855.0
Ethiopia,2018.0,1.5988957E7
European Union (28),1979.0,4.7576484E9
Faroe Islands,2017.0,707152.0
Ghana,1957.0,1293392.0
Greece,1959.0,8120928.0
Greenland,1986.0,326096.0
Guatemala,1983.0,3159905.0
Guyana,1980.0,1788032.0
Hong Kong,2001.0,3.78017E7
India,2012.0,1.9256997E9
Indonesia,2017.0,5.569442E8
International aviation,2018.0,6.1462925E8
Iran,2014.0,6.326733E8
Italy,1993.0,4.311764E8
Kazakhstan,1962.0,1.0449341E8
Kazakhstan,1995.0,1.6828592E8
Kenya,1985.0,3765424.0
Algeria,1950.0,3783605.0
Germany,1950.0,5.1068182E8
Armenia,1967.0,4592712.0
Asia (GCP),1966.0,1.5983528E9
Azerbaijan,2010.0,2.7549052E7
Barbados,2011.0,1941506.0
Bermuda,1955.0,109920.0
Bonaire Sint Eustatius and Saba,2013.0,84272.0
